date,SS,Amsterdam,Athens,Bangkok,Brussels,BA,Copen,Dublin,Helsinki,Istanbul,KL,London,Madrid,Manila,NY,Oslo,Paris,RIO,San,Sing,Stock,Sydney,Taipei,Viena,Zurich
1/01/1988,37,215.895,100,100,260.231,100,336.63,100,100,100,100,515.741,209.481,100,229.41,392.399,288.54,100,100,473.139,697.32,259.261,100,215.377,140.706
4/01/1988,38,215.579,100.152,101.017,256.439,103.869,335.058,100,97.13,100,99.753,526.968,208.362,100.98,237.599,394.492,285.421,100.1,102.265,477.478,688.349,253.897,100,212.345,138.339
5/01/1988,48,227.709,106.261,106.68,264.611,105.583,342.268,104.43,95.821,102.162,104.648,539.978,217.943,100.555,239.934,415.734,295.413,106.5,107.817,506.542,714.536,257.913,99.869,212.636,144.24
6/01/1988,69,227.618,106.261,112.049,270.191,112.405,345.615,108.144,96.257,101.275,107.377,539.48,217.943,103.801,240.432,429.966,299.087,111.9,110.235,522.404,714.535,260.427,102.664,212.636,146.262
7/01/1988,68,226.738,111.446,114.853,273.393,109.498,346.739,107.541,96.443,101.173,109.147,539.295,221.998,103.216,242.379,430.24,296.081,112.8,110.056,520.069,737.022,258.952,105.333,210.768,145.363
8/01/1988,74,229.013,106.441,118.189,276.303,107.306,350.424,109.695,97.53,100.794,109.043,535.844,226.186,108.131,226.506,440.72,297.142,116.2,111.57,513.048,727.305,256.716,105.778,213.024,147.866
11/01/1988,80,219.295,99.704,110.345,264.313,104.307,346.69,107.983,96.711,101.851,102.153,532.06,216.961,107.662,229.919,417.263,288.841,118.3,110.729,485.021,706.946,247.971,104.02,210.294,140.921
12/01/1988,91,217.135,101.846,111.977,268.125,103.723,348.098,108.546,96.549,104.711,104.844,526.048,217.495,107.212,227.907,414.439,287.141,123,111.384,500.154,712.796,252.053,106.757,208.902,141.513
13/01/1988,109,214.191,100.723,108.986,264.942,104.419,348.623,107.338,95.996,105.361,104.036,524.851,216.496,104.57,228.391,411.603,280.607,123.2,110.643,490.989,707.623,249.451,105.136,206.711,138.265
14/01/1988,108,215.045,99.175,110.665,263.973,103.691,348.489,108.032,95.492,112.94,103.826,527.73,218.821,101.721,228.568,404.157,282.152,123.9,109.311,494.354,708.705,247.442,102.563,207.264,138.752
15/01/1988,99,224.803,100.107,112.814,265.721,102.395,346.668,113.039,94.77,113.019,104.136,540.121,219.184,102.164,234.26,407.947,290.948,129.5,111.279,499.274,717.666,250.501,105.299,206.726,138.913
18/01/1988,87,224.553,102.069,121.872,275.864,102.166,352.888,114.862,97.855,116.798,109.554,541.779,228.246,102.164,234.007,427.583,285.73,132,112.082,522.898,725.688,254.324,111.111,207.65,143.168
19/01/1988,102,217.716,98.649,116.97,274.938,106.15,352.017,113.816,99.76,128.464,109.095,535.432,226.414,106.575,231.605,420.954,281.154,137.1,111.402,519.511,730.183,255.733,111.628,207.091,141.865
20/01/1988,93,218.059,96.763,115.554,278.131,106.503,350.402,112.451,99.976,118.48,111.231,530.983,224.746,106.956,225.344,413.267,272.485,136.7,111.332,522.768,734.597,254.863,114.185,205.541,140.111
21/01/1988,79,217.124,95.691,113.72,277.825,105.626,348.679,111.888,99.486,119.397,108.519,528.876,222.147,105.697,225.86,401.411,267.776,137.5,109.86,517.731,742.865,251.068,114.543,202.847,139.458
22/01/1988,56,219.015,97.126,114.935,278.51,108.64,350.966,113.092,98.701,122.545,108.437,536.189,224.726,104.302,228.934,406.455,265.028,135.4,108.609,511.816,763.147,250.527,115.36,199.746,140.908
25/01/1988,53,219.419,95.251,114.578,278.037,106.708,350.894,114.85,98.865,126.892,108.197,533.476,226.761,102.224,234.205,406.138,264.32,135.4,108.392,516.91,773.382,250.527,120.73,199.91,141.28
26/01/1988,65,220.338,93.765,114.37,282.525,107.54,351.112,114.438,99.035,123.427,107.712,535.333,228.473,102.149,231.72,403.727,266.317,134.7,108.114,512.767,781.801,250.527,121.197,200.064,140.737
27/01/1988,80,219.931,92.408,115.203,280.349,105.976,350.9,113.692,99.337,123.219,106.358,534.055,225.951,101.056,231.223,394.025,263.66,133.9,107.943,507.908,771.094,249.678,119.634,200.193,140.51
28/01/1988,71,220.604,91.594,115.101,281.287,107.159,351.419,114.733,98.886,123.961,106.178,539.432,225.692,100.565,234.777,381.255,261.093,138.7,109.207,510.93,778.698,246.156,122.444,196.936,140.767
29/01/1988,67,224.175,94.283,115.303,285.036,105.88,353.72,116.562,98.954,126.477,107.577,541.586,227.853,100.867,238.495,394.609,258.131,143.8,109.43,513.698,793.938,247.327,120.622,197.212,141.395
1/02/1988,77,228.124,96.277,115.213,283.532,103.273,356.14,117.479,98.794,126.266,107.341,537.042,228.793,98.302,236.713,400.41,262.294,146.7,109.581,505.212,791.742,243.402,121.348,198.754,143.675
2/02/1988,77,224.118,99.614,114.248,286.203,101.726,354.213,116.462,97.923,123.766,105.061,536.655,223.855,98.777,237.124,395.314,268.579,153.2,109.084,499.212,783.128,244.045,124.606,199.419,142.961
3/02/1988,84,225.028,99.411,115.227,288.426,102.424,356.141,115.482,98.101,115.848,104.039,534.488,224.699,100.907,233.988,393.026,275.21,156.1,107.993,502.496,795.92,245.499,125.485,199.828,143.194
4/02/1988,66,225.511,101.079,116.331,297.557,104.249,357.775,115.23,98.115,118.725,103.085,535.022,223.813,101.972,233.774,392.216,279.108,154.2,107.398,494.677,800.159,240.954,126.131,199.587,145.163
5/02/1988,49,225.672,104.922,115.81,304.05,104.935,359.854,112.785,98.581,114.629,99.54,526.344,224.664,100.979,232.546,392.184,282.958,153.5,107.74,488.527,806.552,238.754,129.527,199.583,146.481
8/02/1988,57,222.423,106.617,117.519,308.476,102.165,360.779,108.796,99.237,111.878,97.219,512.786,225.951,96.918,230.937,393.212,281.845,162.4,107.303,481.59,807.966,235.332,132.88,199.741,146.48
9/02/1988,43,224.678,104.407,117.79,304.188,102.556,359.951,109.935,99.19,107.963,96.727,516.221,223.367,98.889,233.253,391.389,281.048,166.5,106.808,477.401,797.796,230.235,130.664,199.138,145.245
10/02/1988,30,224.231,100.855,119.314,307.06,107.234,359.873,109.475,99.583,108.288,97.182,520.459,222.996,99.631,237.609,400.932,284.194,167.7,106.554,480.932,803.404,227.893,134.184,197.494,145.465
11/02/1988,16,226.183,103.757,119.777,309.57,112.859,363.527,109.458,100.185,108.863,99.228,524.086,224.691,99.163,236.937,402.659,292.519,164.6,106.361,484.115,818.102,233.884,136.306,193.04,146.467
12/02/1988,26,230.065,103.388,119.898,313.343,112.181,365.699,110.286,100.336,112.922,98.739,525.501,224.391,99.415,238.311,402.258,293.482,163.9,107.751,484.64,822.856,234.538,139.015,193.934,147.628
15/02/1988,48,230.943,102.401,121.905,317.758,111.886,368.031,110.63,101.659,109.582,101.259,527.56,223.681,99.43,238.317,403.314,295.878,163.9,108.333,489.508,829.931,236.739,139.015,194.631,150.102
16/02/1988,40,232.355,102.634,123.487,324.986,112.756,368.355,111.123,102.381,104.286,102.563,525.78,225.093,98.937,240.429,402.62,296.25,163.9,109.357,492.135,838.612,237.837,139.015,197.437,151.246
17/02/1988,62,234.81,101.809,123.354,330.387,114.646,368.833,111.92,102.165,99.645,102.563,529.924,226.531,98.049,240.066,406.268,300.854,163.9,111.187,492.134,832.639,242.153,139.015,200.839,151.854
18/02/1988,75,234.084,102.567,125.887,332.025,110.601,367.492,112.311,102.501,91.151,102.563,526.368,227.279,98.544,238.834,413.803,305.635,166.1,113.356,492.134,826.447,244.196,139.015,200.872,151.864
19/02/1988,58,233.747,102.923,128.065,328.407,108.71,368.222,111.647,102.509,97.382,102.563,523.813,226.638,97.375,241.983,419.796,310.61,166.5,113.408,496.025,819.809,243.703,139.015,200.542,150.888
22/02/1988,15,235.026,102.764,131.259,328.979,112.33,368.399,113.533,102.076,103.997,104.598,528.74,226.863,97.095,245.542,431.25,316.297,166.9,113.74,503.974,827.241,244.767,140.001,200.311,150.823
23/02/1988,26,235.857,102.845,130.993,330.975,113.442,370.184,115.759,101.507,101.781,104.32,532.197,227.707,97.913,244.837,437.909,312.283,168.3,114.456,501.312,828.107,247.713,141.798,198.683,151.86
24/02/1988,22,235.579,102.483,134.656,329.754,110.003,368.988,116.32,101.534,101.936,103.042,533.055,227.854,96.788,244.387,434.61,314.606,168.5,115.28,499.984,812.016,246.681,143.101,199.002,152.875
25/02/1988,17,237.224,103.079,135.61,332.055,111.156,368.562,117.103,101.36,102.74,102.782,539.379,227.231,96.788,241.853,437,320.173,165.5,115.034,499.278,813.861,243.297,143.331,197.666,154.38
26/02/1988,35,232.496,102.637,134.566,333.835,110.737,368.762,116.479,100.996,104.825,102.819,534.864,227.441,95.84,242.599,434.312,316.609,159.8,114.966,499.994,816.73,242.452,140.167,197.481,153.171
29/02/1988,81,234.301,101.714,136.002,358.115,108.766,369.997,116.11,101.011,109.466,103.332,535.596,230.086,94.503,247.731,425.05,315.012,158.4,115.63,502.883,818.02,245.419,147.15,198.726,152.566
1/03/1988,79,236.244,103.739,135.695,360.347,108.334,370.621,117.386,100.919,108.106,103.803,539.132,233.456,94.849,247.27,430.087,315.992,161.2,116.819,502.821,834.388,251.314,146.253,196.385,155.07
2/03/1988,86,237.779,104.862,135.695,359.378,112.93,373.002,118.531,101.46,106.146,103.43,547.779,234.983,94.975,247.962,434.319,311.37,162.7,116.632,503.724,837.62,254.474,143.925,197.022,156.273
3/03/1988,92,236.769,104.888,136.067,366.597,112.099,375.94,118.667,101.893,104.192,104.567,549.424,237.597,94.975,247.517,437.964,308.432,162.5,117.971,515.316,848.454,256.431,140.465,198.715,157.685
4/03/1988,77,235.603,107.646,137.055,361.509,111.145,376.444,119.74,101.798,104.406,105.939,555.838,236.521,95.229,246.8,438.505,307.248,168.7,117.889,518.449,850.657,257.472,139.019,200.684,156.41
7/03/1988,80,234.318,110.84,138.033,367.138,109.834,376.117,119.071,101.847,104.07,104.526,551.798,239.204,94.606,246.41,434.184,305.792,176.7,118.017,516.453,855.249,262.916,137.666,201.513,157.513
8/03/1988,59,237.952,111.602,138.027,367.856,110.549,373.545,119.747,101.475,100.892,104.123,550.382,238.795,94.253,248.148,428.159,303.531,184.8,118.312,517.154,847.496,261.472,134.443,201.886,155.766
9/03/1988,43,240.359,111.829,138.474,371.712,109.152,373.275,120.776,101.124,102.668,104.739,550.376,240.09,94.081,247.759,435.557,307.865,188.6,118.962,526.361,854.762,266.304,137.604,203.197,157.998
10/03/1988,24,240.591,109.836,139.078,370.328,109.682,375.853,121.25,101.312,103.266,105.215,555.877,239.44,93.386,243.222,443.354,307.699,190.4,118.756,530.536,878.47,269.73,138.77,202.626,159.052
11/03/1988,47,239.301,111.077,137.876,363.578,110.172,373.756,120.013,101.423,103.508,104.719,548.123,237.56,93.164,243.953,450.502,302.432,195.1,118.008,529.354,876.875,268.295,136.183,202.6,156.374
14/03/1988,75,240.378,111.532,138.032,361.896,110.074,372.91,120.599,101.3,102.991,105.75,550.873,237.589,96.848,245.475,451.533,303.026,198.4,118.43,535.899,871.335,269.959,135.635,202.597,156.395
15/03/1988,89,241.662,111.708,137.915,358.319,110.545,371.573,121.436,101.819,102.334,106.571,555.542,238.755,96.422,245.261,453.35,301.498,202.9,117.325,534.92,884.138,269.065,133.758,203.362,157.809
16/03/1988,118,242.824,112.082,138.323,357.231,108.768,370.31,120.987,102.54,101.693,106.889,552.143,240.33,94.843,247.558,451.532,302.676,200.8,117.378,534.117,879.712,267.787,136.522,203.146,158.013
17/03/1988,114,245.286,111.797,138.919,360.715,107,370.754,120.987,103.376,100.066,108.923,553.125,241.079,95.273,250.043,453.35,303.85,209.2,117.225,541.12,875.516,274.261,138.938,204.545,158.345
18/03/1988,126,249.259,112.593,141.699,365.147,111.319,372.105,123.111,104.5,101.154,109.71,561.456,242.775,96.849,249.898,460.512,308.173,219.6,115.912,542.589,882.965,279.591,142.655,206.036,159.469
21/03/1988,91,249.865,112.823,143.69,367.38,116.769,372.202,125.369,106.001,104.658,111.053,556.884,243.251,96.3,247.833,470.935,302.136,219.4,115.264,549.554,878.467,284.986,146.306,208.446,157.874
22/03/1988,89,248.805,111.553,143.242,368.909,123.213,369.104,124.631,106.57,102.84,110.618,555.551,241.552,96.366,247.877,469.322,299.554,224.8,113.808,541.28,872.04,280.622,146.534,208.286,156.267
23/03/1988,99,249.3,109.525,143.861,367.944,119.916,369.104,125.238,107.387,101.626,110.24,554.169,245.885,96.565,247.775,479.904,300.055,246.2,110.133,549.063,879.631,282.56,143.019,208.738,157.398
24/03/1988,110,245.852,111.887,145.337,372.57,118.008,369.104,123.329,107.588,101.047,111.31,539.126,247.36,96.865,242.754,479.613,300.679,247,109.515,547.125,880.542,287.392,143.722,206.283,156.677
25/03/1988,111,241.86,111.823,143.919,369.269,117.394,369.104,121.551,106.754,101.296,109.684,534.603,245.875,96.766,238.207,467.551,298.022,247,111.396,538.415,861.659,281.477,140.315,203.68,152.007
28/03/1988,124,234.57,109.757,139.434,363.679,121.84,369.103,118.738,105.514,100.524,106.675,528.141,242.119,95.736,237.972,457.036,290.391,256.2,112.031,524.676,842.965,271.606,135.723,200.738,144.704
29/03/1988,129,241.639,108.988,140.488,366.311,121.055,366.276,121.376,105.193,98.314,108.024,533.127,240.275,96.59,239.651,468.21,292.564,251.4,111.739,521.632,850.444,275.037,135.695,200.419,148.566
30/03/1988,144,240.903,109.202,141.813,367.448,121.464,370.344,123.387,106.462,96.95,108.453,530.516,243.391,96.492,237.803,475.185,291.873,259.3,111.016,529.965,858.42,279.647,139.421,201.723,148.504
31/03/1988,136,238.364,109.263,140.38,365.669,121.464,370.344,123.051,108.125,97.603,108.283,526.285,243.391,96.492,238.687,475.185,290.729,259.3,110.004,526.925,856.834,278.393,140.503,203.81,147.222
1/04/1988,119,238.364,109.949,140.38,365.669,121.464,370.344,123.051,108.125,96.086,108.283,526.285,243.391,96.492,238.687,475.185,290.729,259.3,110.004,526.925,856.834,278.393,139.936,203.81,147.222
4/04/1988,82,238.364,111.18,140.713,365.669,120.551,370.344,123.051,108.125,90.749,107.804,526.285,247.82,96.127,236.016,475.184,290.729,249.9,109.277,521.895,856.833,278.392,143.897,203.81,147.222
5/04/1988,77,240.651,111.678,139.721,368.838,117.98,371.243,120.516,108.538,89.668,107.755,524.639,244.729,95.803,237.964,472.798,291.077,257.5,106.834,526.5,857.003,278.853,144.214,208.576,148.219
6/04/1988,104,243.414,111.756,139.721,374.393,124.36,376.261,120.869,108.622,89.924,109.164,527.021,242.997,97.173,244.261,480.578,292.074,263.5,107.411,534.709,864.126,277.278,144.791,207.3,149.369
7/04/1988,114,246.826,113.04,142.761,372.791,127.307,380.771,122.486,109.269,89.212,110.594,531.445,245.399,97.021,244.869,488.06,294.568,266.9,108.434,542.27,878.668,279.021,148.561,206.213,149.952
8/04/1988,142,247.519,113.218,142.036,374.686,128.213,382.606,122.817,109.323,89.069,112.376,535.813,245.714,96.696,247.905,484.166,295.665,271.4,109.382,541.253,884.13,282.1,149.63,205.554,149.769
11/04/1988,146,251.751,112.96,142.846,375.738,130.915,383.882,124.149,109.741,84.568,113.057,544.583,248.423,97.555,248.57,496.563,303.138,277,109.076,541.744,895.766,288.782,153.1,208.728,151.154
12/04/1988,148,250.644,112.616,144.703,376.416,134.651,383.32,125.142,109.869,77.054,113.889,543.366,250.316,97.963,249.751,490.581,305.9,287.7,108.573,541.759,899.923,287.111,150.996,207.675,151.259
13/04/1988,171,251.419,112.242,144.703,376.183,132.751,381.903,126.048,109.668,87.004,115.58,544.347,250.307,97.815,250.021,493.021,312.999,290.7,107.265,548.881,903.233,290.37,155.008,207.128,152.473
14/04/1988,179,247.253,113.497,146.758,374.976,130.397,382.616,124.221,109.682,80.441,117.326,537.742,250.812,100.756,239.306,475.381,309.981,286.5,106.426,550.217,902.038,291.016,156.597,204.794,152.503
15/04/1988,194,244.278,110.704,143.322,368.963,131.3,367.789,120.911,107.408,79.649,114.011,535.642,244.113,100.349,239.327,473.013,308.874,279.5,102.879,534.828,873.917,285.253,153.115,202.939,150.622
18/04/1988,133,246.25,111.062,144.571,371.769,131.162,367.552,121.176,107.218,77.948,113.602,537.727,245.244,104.287,238.582,478.374,310.77,279.5,102.73,536.425,863.316,288.739,160.892,202.51,150.622
19/04/1988,109,247.815,110.15,140.248,373.882,133.606,367.872,120.699,107.112,76.541,112.477,540.75,244.408,105.927,237.378,474.391,309.958,275.4,100.876,532.303,857.144,289.152,161.248,202.585,150.002
20/04/1988,98,244.497,110.797,143.253,370.926,137.585,369.611,121.044,107.687,75.886,115.196,537.137,244.723,104.889,235.792,472.084,310.534,286.4,99.49,538.024,862.353,287.474,158.328,202.322,148.72
21/04/1988,89,245.421,111.999,142.723,368.814,142.306,371.204,122.388,107.922,74.165,115.474,538.896,242.947,104.535,236.084,467.387,313.081,307.6,97.397,541.815,863.575,285.622,159.721,202.918,148.628
22/04/1988,53,244.164,112.591,144.272,367.89,144.325,373.468,122.617,108.18,75.729,117.044,533.594,243.698,105.99,239.529,471.949,317.299,327.7,94.957,544.706,861.585,284.653,158.056,203.049,147.585
25/04/1988,54,244.526,109.77,147.753,368.388,154.331,373.467,122.794,108.972,75.117,116.463,534.94,245.209,106.717,241.575,476.755,312.604,336.4,93.869,547.605,871.15,284.659,160.699,204.787,146.987
26/04/1988,44,246.246,110.698,148.544,367.414,169.139,375.351,122.842,109.875,77.873,116.284,540.176,244.44,106.705,242.679,489.565,319.786,331.5,95.385,547.824,879.809,285.475,164.747,205.544,147.962
27/04/1988,51,248.4,111.822,148.45,367.257,154.087,375.209,123.914,110.086,82.537,116.542,542.881,243.899,106.661,242.489,491.499,320.612,347.4,98.02,548.479,888.593,286.262,169.191,205.429,149.58
28/04/1988,48,246.663,112.455,152.822,368.777,149.799,375.296,124.61,109.827,86.102,117.442,541.582,242.982,107.577,241.283,495.761,321.602,354.2,99.359,553.742,876.672,286.741,169.878,206.023,149.253
29/04/1988,58,245.901,112.929,153.689,370.47,149.524,374.841,124.932,109.035,87.867,117.825,541.012,242.58,107.917,240.107,481.996,318.957,348.6,100.592,556.909,879.062,288.233,171.888,208.036,148.936
2/05/1988,94,242.858,113,153.689,370.47,146.162,374.708,125.039,109.692,91.572,118.706,541.025,242.58,108.247,240.364,472.645,319.142,337.7,99.431,556.999,882.478,288.584,177.37,207.655,149.195
3/05/1988,125,244.176,112.899,153.928,374.248,145.564,376.467,124.893,109.831,88.271,119.516,542.988,243.585,111.249,241.65,472.3,319.946,331.2,98.801,560.119,889.503,285.781,178.346,206.59,148.545
4/05/1988,127,244.825,112.539,154.901,376.712,147.177,375.655,125.598,109.502,87.214,119.516,539.365,245.227,112.491,239.033,461.451,321.698,325.5,96.766,561.152,885.577,284.876,179.12,205.668,148.654
5/05/1988,95,243.044,111.859,154.901,376.975,147.767,374.877,125.664,109.775,85.805,119.204,537.382,244.926,112.241,237.517,458.391,319.67,309.9,96.764,562.533,871.196,280.26,180.41,204.308,146.554
6/05/1988,62,243.528,111.248,155.538,375.387,148.436,365.938,125.856,109.679,86.466,119.066,540.8,244.295,110.946,236.263,455.15,320.022,313.3,95.846,560.724,872.234,279.651,184.866,205.739,145.888
9/05/1988,107,243.517,110.071,155.171,374.04,174.264,363.556,125.871,109.853,87.57,118.76,539.433,244.308,111.404,235.489,466.144,322.689,319.8,94.264,557.96,873.689,276.197,185.841,205.515,145.237
10/05/1988,80,240.483,109.358,154.299,372.675,177.299,364.128,126.389,110.288,88.417,117.207,538.136,243.193,112.548,236.489,453.896,320.887,324.4,92.347,552.033,875.239,274.941,184.452,205.768,144.66
11/05/1988,69,236.991,107.337,155.201,372.582,174.083,368.343,125.467,110.746,91.687,117.402,527.654,241.55,112.949,232.702,431.537,316.596,347.2,92.943,551.469,869.169,275.524,189.554,205.395,143.237
12/05/1988,54,237.382,106.386,154.939,372.582,182.307,368.343,124.833,110.446,91.12,116.903,532.274,237.243,112.552,233.194,431.537,316.596,350.3,93.682,548.458,869.169,272.389,188.501,205.395,143.237
13/05/1988,46,236.921,105.638,155.27,372.581,187.515,370.171,125.282,110.209,92.176,117.672,534.307,239.697,112.859,235.9,440.131,316.032,350.3,96.084,554.712,866.979,275.256,192.48,204.239,142.624
16/05/1988,70,238.395,106.3,157.331,370.435,194.936,373.434,126.561,110.28,96.026,118.4,532.673,241.359,111.355,237.633,448.601,315.34,355.7,97.127,555.942,874.987,280.198,197.861,203.171,145.013
17/05/1988,54,240.738,108.213,156.774,371.77,198.802,384.03,128.642,110.588,97.816,118.4,536.171,244.508,110.862,234.918,448.601,319.39,365.7,95.515,556.161,879.339,282.75,197.314,201.668,146.544
18/05/1988,25,238.129,109.413,157.214,371.888,206.401,389.715,128.668,111.516,97.816,118.4,533.637,245.394,111.331,231.289,452.634,316.351,365.1,95.726,562.231,887.126,286.531,192.698,202.083,145.873
19/05/1988,25,235.105,108.901,157.26,361.814,221.267,398.608,127.07,113.163,97.816,118.464,528.569,245.238,112.664,232.447,443.041,315.831,372.7,96.082,554.19,879.956,285.261,188.437,201.073,145.125
20/05/1988,31,236.042,108.432,156.571,360.391,216.3,395.832,130.187,113.008,98.319,118.782,530.753,244.5,112.309,232.881,448.152,321.54,390.5,95.963,555.949,891.634,287.205,185.804,200.911,145.779
23/05/1988,59,236.042,108.537,155.46,360.391,231.023,395.831,129.531,113.828,93.974,117.857,528.479,243.635,112.907,231.136,448.152,321.54,399,96.304,549.852,891.633,288.706,176.976,200.911,145.779
24/05/1988,67,235.062,107.918,155.62,359.528,238.761,397.9,131.252,115.425,91.703,117.923,535.177,243.115,112.043,233.445,448.475,323.55,397.8,96.387,550.422,893.603,290.296,176.988,201.349,144.527
25/05/1988,78,236.851,107.388,156.14,358.822,238.761,399.871,135.743,115.662,89.805,119.286,535.832,243.655,110.832,233.58,449.457,333.942,410.8,96.831,554.439,903.587,294.352,173.632,200.895,145.581
26/05/1988,82,236.663,107.204,155.948,358.089,223.742,404.311,135.082,115.799,90.478,119.409,535.488,243.671,110.319,234.305,450.056,333.9,415,96.634,563.292,908.634,300.173,177.439,201.038,145.269
27/05/1988,86,234.346,107.301,155.884,358.612,219.543,411.057,135.123,116.456,88.254,121.347,534.88,244.678,110.784,233.295,456.556,337.729,421.1,96.489,568.614,907.907,306.147,181.168,201.559,145.531
30/05/1988,106,236.854,107.384,155.884,358.265,219.617,407.236,140.851,117.499,85.838,121.383,534.879,245.924,109.176,233.295,460.359,341.907,421.1,96.01,568.613,907.865,306.19,182.799,201.871,146.518
31/05/1988,116,238.451,107.62,156.18,361.971,259.204,414.945,141.687,117.65,86.375,121.407,534.908,252.848,109.305,241.394,463.462,347.037,426.1,96.525,573.688,918.747,312.179,186.332,203.476,148.666
1/06/1988,117,242.367,108.683,158.394,364.582,261.824,415.264,141.403,117.936,86.018,122.876,540.547,257.992,110.441,245.449,467.526,351.147,440.3,97.314,579.025,928.263,316.156,191.494,202.448,150.52
2/06/1988,122,242.458,107.986,159.531,366.626,281.664,411.016,142.025,118.561,85.949,124.024,541.812,257.992,110.927,244.041,472.053,349.295,433.7,97.314,583.514,921.573,310.308,194.605,202.448,150.768
3/06/1988,128,244.628,106.864,159.319,367.857,280.758,410.864,140.549,120.063,84.656,125.161,544.552,261.473,112.545,245.093,475.209,348.344,425.2,98.619,584.002,919.771,312.964,193.636,202.322,152.355
6/06/1988,172,244.411,107.114,161.005,371.991,272.107,411.009,140.549,121.217,83.409,126.019,548.63,265.428,112.767,245.447,484.67,352.807,410.1,99.236,591.461,924.253,315.943,203.066,201.753,154.113
7/06/1988,184,243.437,106.55,161.413,373.155,284.529,412.095,141.644,121.142,83.636,126.814,545.415,266.323,113.337,243.623,481.261,352.631,420.4,101.155,590.701,923.905,315.579,203.306,201.373,152.928
8/06/1988,211,244.371,107.32,161.918,372.438,309.204,416.99,142.176,120.5,83.246,127.019,548.197,265.723,114.397,249.513,481.028,357.449,418.9,100.961,594.57,923.188,314.402,205.996,201.369,152.99
9/06/1988,176,249.11,106.368,163.392,375.349,307.276,421.007,143.667,120.866,82.316,128.425,551.795,268.071,113.953,248.207,490.179,364.931,426.2,101.432,595.562,928.257,313.376,211.133,201.408,154.343
10/06/1988,132,249.899,105.935,163.778,374.58,317.064,422.376,144.59,120.444,81.682,127.132,553.783,268.34,115.189,249.071,495.058,364.361,422.3,102.547,595.088,926.789,312.352,212.185,201.299,153.898
13/06/1988,65,249.258,105.157,163.918,375.001,317.064,424.607,146.282,120.671,81.295,127.03,550.543,270.821,114.497,249.304,491.54,358.371,419,102.593,593.92,921.855,312.352,208.074,202.035,155.095
14/06/1988,79,253.632,103.558,168.571,374.791,341.518,423.872,147.625,122.176,79.321,126.054,558.354,270.212,113.984,251.849,494.806,360.781,424.2,104.015,594.946,924.312,308.598,211.084,202.515,155.446
15/06/1988,99,253.484,103.995,171.702,376.548,346.16,427.063,149.641,122.923,82.229,128.19,559.09,271.121,115.171,251.995,495.745,363.799,426.1,105.582,603.019,932.758,312.572,216.072,203.924,156.532
16/06/1988,93,250.583,105.123,160.79,380.308,355.363,423.269,150.961,123.279,80.344,128.508,556.426,269.787,115.77,248.004,487.736,356.06,434.5,106.312,606.179,935.84,315.55,214.443,204.211,155.971
17/06/1988,82,250.884,107.57,170.697,379.165,370.947,419.093,149.047,123.706,77.991,129.932,552.516,268.139,115.819,249.065,481.971,356.062,442.8,107.535,606.844,931.149,316.264,218.387,206.146,156.739
20/06/1988,116,248.567,110.013,169.7,378.674,370.947,421.506,148.507,124.246,78.051,131.968,550.413,267.219,116.476,247.365,483.633,356.719,442.3,113.347,612.061,925.687,320.348,217.381,206.702,156.624
21/06/1988,112,250.359,111.283,168.794,377.836,360.95,421.546,147.962,123.987,79.073,131.985,555.064,265.738,116.657,249.816,488.145,354.756,429.8,114.282,605.749,918.67,317.824,216.462,205.515,156.806
22/06/1988,111,254.047,110.79,169.046,382.204,330.765,425.851,148.556,122.713,79.456,133.246,561.319,264.609,118.656,253.64,498.543,360.387,448.6,112.318,615.31,925.607,318.914,214.401,204.444,158.606
23/06/1988,114,255.51,109.365,169.465,390.178,299.197,430.424,152.737,122.627,79.81,135.287,561.557,265.96,119.617,253.041,498.85,363.323,453.4,112.18,627.013,933.851,317.313,209.586,204.077,159.263
24/06/1988,135,256.66,110.351,168.387,389.043,317.352,430.203,150.999,122.627,78.625,134.588,559.837,266.138,118.969,252.232,499.169,369.92,448,113.59,629.471,933.851,312.176,205.528,203.922,158.939
27/06/1988,142,253.83,108.141,166.94,386.357,287.482,430.053,149.616,123.125,78.766,134.726,551.01,268.063,118.249,247.92,496.193,368.275,445.1,115.604,626.741,925.954,310.096,199.993,204.223,158.435
28/06/1988,148,253.079,106.849,166.079,384.214,273.644,428.627,148.91,123.399,77.698,134.512,556.006,266.874,118.178,250.69,493.638,365.519,460.2,117.886,628.587,916.012,304.694,194.671,206.367,156.687
29/06/1988,148,255.369,106.498,168.931,382.644,286.587,430.656,149.285,122.981,76.904,137.64,555.565,265.377,118.243,249.506,498.624,367.337,473.2,117.886,630.094,921.135,308.475,199.352,206.467,157.73
30/06/1988,160,253.436,106.202,168.163,388.247,306.32,436.426,149.326,123.522,75.056,137.596,556.513,268.564,118.343,251.852,498.932,370.502,463.1,117.294,633.697,917.006,306.214,200.861,208.873,157.431
1/07/1988,167,252.525,107.303,168.163,384.538,309.061,435.937,148.928,123.58,74.142,138.015,557.044,267.61,119.356,250.306,499.812,372.38,478.4,117.802,641.239,927.6,308.204,200.861,209.005,158.284
4/07/1988,137,253.735,107.424,168.655,383.952,282.261,436.958,149.195,123.029,74.367,136.283,554.413,265.561,118.19,250.306,498.864,373.049,484.8,117.111,634.005,928.675,307.875,207.342,210.239,159.113
