date,SS,Amsterdam,Athens,Bangkok,Brussels,BA,Copen,Dublin,Helsinki,Istanbul,KL,London,Madrid,Manila,NY,Oslo,Paris,RIO,San,Sing,Stock,Sydney,Taipei,Viena,Zurich
22/07/1994,23,451.013,381.13,551.62,484.602,2687339.271,860.272,192.697,142.153,3289.667,352.161,955.663,261.226,743.341,422.249,894.52,625.451,2.07E+10,1392.686,1167.605,1955.737,428.92,269.679,427.912,334.348
25/07/1994,25,451.295,381.933,551.62,486.612,2696713.375,860.995,192.781,140.966,3212.469,352.209,952.135,262.57,747.502,423.19,893.512,631.444,2.08E+10,1402.048,1172.597,1956.513,428.013,277.57,427.411,334.265
26/07/1994,20,450.762,383.55,554.447,491.227,2718343.632,853.87,192.419,142.334,3205.146,354.063,956.51,266.695,742.711,422.659,893.96,636.897,2.11E+10,1400.579,1170.497,1961.56,426.295,279.714,429.513,334.573
27/07/1994,23,448.992,390.095,565.359,490.772,2743177.883,850.958,191.51,144.325,3265.756,358.047,946.436,264.857,751.291,421.79,893.288,631.86,2.14E+10,1397.891,1168.805,1950.91,426.072,276.575,427.32,327.578
28/07/1994,10,451.533,388.487,566.04,489.474,2738168.335,848.082,190.021,142.538,3387.55,361.087,950.613,263.242,751.913,423.487,899.935,630.811,2.18E+10,1395.375,1172.331,1930.205,425.964,275.676,425.786,328.331
29/07/1994,17,455.778,388.306,564.681,492.821,2782018.457,856.652,190.614,142.788,3273.885,363.604,946.817,267.16,755.708,427.442,908.39,636.918,2.16E+10,1411.75,1178.018,1961.679,430.049,279.816,422.987,331.246
1/08/1994,15,459.113,396.816,572.481,493.801,2797077.787,861.021,190.614,143.794,3373.595,375.231,950.963,271.986,787.751,429.926,907.061,637.099,2.14E+10,1417.583,1204.051,1981.527,435.647,282.663,428.587,331.246
2/08/1994,20,465.211,405.092,573.055,497.916,2902983.718,861.31,195.083,144.802,3418.91,380.078,969.006,273.71,784.243,430.018,918.208,649.492,2.21E+10,1449.163,1217.659,2014.728,436.48,285.143,430.128,337.401
3/08/1994,21,465.321,412.081,576.534,499.291,2883989.477,864.42,199.381,143.986,3450.092,380.162,970.509,272.438,786.688,430.068,915.911,648.755,2.26E+10,1471.924,1214.866,2008.345,434.113,278.467,433.669,337.137
4/08/1994,27,464.324,413.225,580.844,500.719,2845911.366,864.918,200.331,144.817,3487.99,383.6,967.693,271.932,795.154,427.471,910.478,643.731,2.25E+10,1465.965,1211.493,2003.402,436.902,280.757,432.336,336.529
5/08/1994,26,463.816,414.248,582.167,500.878,2820311.918,858.84,201.257,144.07,3477.384,385.115,972.689,273.157,791.244,426.052,909.654,646.592,2.30E+10,1459.815,1216.539,1984.077,438.453,285.771,434.658,335.323
8/08/1994,18,466.276,412.36,577.846,501.663,2839075.704,852.326,200.619,142.595,3459.946,381.179,974.66,274.147,788.014,426.852,916.417,646.405,2.36E+10,1465.419,1208.61,2000.246,435.913,285.618,434.763,338.066
9/08/1994,23,461.419,408.718,573.81,500.106,2801077.63,843.869,200.327,142.866,3492.919,378.792,974.395,271.758,782.465,426.913,914.128,637.894,2.34E+10,1464.764,1208.61,1985.877,437.611,285.691,431.124,333.189
10/08/1994,31,460.886,405.925,572.425,494.998,2801043.619,834.071,199.708,143.492,3636.722,384.968,974.367,271.779,804.501,429.483,903.613,634.911,2.33E+10,1460.354,1210.773,1961.47,434.807,281.726,431.385,334.401
11/08/1994,55,459.211,407.616,581.014,493.515,2790909.28,822.832,197.737,141.395,3644.49,390.98,966.809,269.213,814.014,428.295,896.036,628.267,2.31E+10,1459.304,1219.219,1923.814,432.168,275.641,431.17,334.575
12/08/1994,60,455.599,410.381,581.014,487.65,2800513.832,817.633,196.239,138.833,3687.382,388.805,967.963,264.292,810.694,431.03,881.059,618.88,2.34E+10,1463.053,1218.695,1885.368,429.637,271.986,427.627,333.326
15/08/1994,66,456.747,410.381,596.195,487.65,2800513.832,814.117,195.62,137.863,3827.396,385.166,966.696,264.292,809.842,430.422,885.316,618.88,2.40E+10,1463.053,1208.057,1867.141,430.874,268.401,427.627,332.929
16/08/1994,63,458.462,415.08,603.93,488.439,2829578.825,818.319,195.92,139.603,3896.336,390.83,967.102,262.203,807.561,433.909,886.513,620.271,2.45E+10,1471.913,1212.246,1863.917,427.597,269.98,428.434,334.469
17/08/1994,60,458.192,411.828,606.109,491.54,2843868.981,824.279,196.218,138.906,3893.066,397.606,979.614,260.938,812.293,434.318,889.981,626.722,2.57E+10,1490.484,1229.6,1872.977,431.528,272.486,431.121,335.562
18/08/1994,66,454.058,402.56,610.614,488.954,2825998.531,815.434,195.645,141.729,3911.266,400.391,977.912,258.469,809.117,432.24,887.505,620.183,2.61E+10,1488.833,1241.179,1886.047,433.941,269.216,430.676,333.777
19/08/1994,46,452.375,401.361,610.404,484.953,2843597.036,814.601,192.323,145.112,3944.605,401.493,981.211,257.574,803.195,432.76,890.419,617.502,2.68E+10,1498.597,1231.918,1893.34,432.082,276.666,429.354,330.687
22/08/1994,35,449.451,401.786,608.689,484.36,2866871.256,804.329,191.949,145.928,4010.263,404.577,975.514,255.254,816.327,431.695,888.364,608.232,2.82E+10,1514.912,1221.372,1884.264,433.256,279.647,424.555,327.584
23/08/1994,18,451.99,402.221,603.85,483.175,2873357.547,795.367,191.638,146.061,3793.263,403.447,976.517,256.664,835.047,433.929,881.524,615.642,2.77E+10,1520.085,1213.222,1876.183,431.074,277.666,422.765,327.092
24/08/1994,18,455.564,398.277,606.044,487.149,2898314.078,805.446,193.133,146.172,3777.583,401.707,984.454,258.332,830.866,437.58,889.173,617.49,2.72E+10,1524.492,1208.024,1913.138,433.775,280.889,425.92,328.504
25/08/1994,18,460.537,397.242,593.414,491.032,2915702.484,808.608,197.505,148.173,3829.958,399.839,993.621,259.998,831.034,436.613,893.807,623.766,2.78E+10,1550.043,1214.834,1922.12,437.297,281.225,430.373,330.036
26/08/1994,17,465.41,394.257,596.897,489.798,2928212.8,802.79,199.33,147.266,3968.548,391.957,1002.649,262.206,825.455,442.059,896.481,632.962,2.71E+10,1568.842,1222.165,1947.817,437.184,282.036,431.982,333.209
29/08/1994,34,471.018,394.837,599.062,494.312,2934473.724,804.917,199.489,150.986,3964.51,394.662,1002.649,266.095,828.308,442.485,910.971,637.702,2.74E+10,1584.114,1221.672,1957.232,445.847,289.32,436.142,339.8
30/08/1994,53,467.827,390.251,610.71,494.325,2958932.632,797.845,203.273,149.285,3964.51,398.747,997.922,265.065,827.985,443.57,907.679,633.718,2.78E+10,1573.604,1221.094,1937.319,445.341,286.375,434.764,339.677
31/08/1994,60,468.254,391.103,623.542,495.237,2985049.323,793.003,204.92,152.453,3829.321,398.747,998.468,263.947,830.33,443.324,907.531,636.322,2.76E+10,1581.242,1226.388,1941.489,446.231,287.67,436.005,340.759
1/09/1994,77,465.303,391.191,620.101,495.994,2984939.429,800.75,204.689,148.844,3902.738,408.659,988.122,259.859,816.787,441.147,892.347,627.143,2.82E+10,1567.748,1237.243,1952.36,441.387,286.347,439.141,338.754
2/09/1994,93,467.603,393.643,623.867,498.515,2959283.561,808.587,207.182,151.618,3866.725,410.976,988.937,256.294,816.789,439.324,896.747,623.631,2.79E+10,1558.744,1242.998,1969.123,442.002,287.739,437.105,343.815
5/09/1994,90,466.79,391.777,617.981,496.468,2962422.632,807.634,207.948,151.495,3889.122,410.65,994.383,252.374,813.799,439.324,883.189,616.689,2.50E+10,1547.519,1242.187,1920.919,438.576,281.787,433.021,344.028
6/09/1994,90,463.117,388.89,621.291,490.07,2956947.444,802.325,208.816,150.843,3956.159,414.807,983.828,248.411,812.586,439.76,887.506,606.093,2.59E+10,1544.839,1249.966,1914.243,439.957,280.425,432.8,341.555
7/09/1994,74,464.446,389.825,621.534,489.855,2967518.867,797.667,207.304,151.302,3675.869,411.528,982.949,251.785,798.404,439.332,889.195,607.1,2.59E+10,1549.623,1246.696,1924.61,439.554,284.725,433.7,342.646
8/09/1994,65,464.834,388.113,618.247,487.566,2978590.737,798.237,206.058,151.22,3634.099,418.287,974.589,258.366,787.446,441.247,886.508,612.303,2.73E+10,1571.682,1234.478,1927.06,436.468,285.791,434.67,342.71
9/09/1994,49,460.725,388.727,609.895,488.911,2927936.689,791.567,204.622,153.552,3743.98,418.909,962.276,255.976,788.541,437.641,877.179,603.242,2.77E+10,1556.659,1232.267,1916.98,432.634,288.635,436.31,339.52
12/09/1994,14,459.309,385.484,600.907,484.493,2882725.815,779.917,203.349,151.428,3694.791,413.472,958.502,252.091,777.319,434.643,875.645,607.426,2.84E+10,1553.223,1225.499,1934.408,424.581,287.487,430.726,339.52
13/09/1994,14,459.271,384.548,607.378,481.957,2895778.49,784.878,202.949,150.991,3572.869,411.664,956.491,253.561,779.847,436.333,879.061,607.494,2.85E+10,1555.1,1233.807,1944.012,427.728,287.68,427.835,341.883
14/09/1994,13,456.346,386.638,619.228,477.866,2935236.218,788.768,201.596,148.134,3657.994,413.397,943.93,254.251,781.632,437.296,869.029,603.484,2.85E+10,1559.2,1234.609,1942.824,429.094,291.954,426.133,339.634
15/09/1994,13,457.51,387.887,617.801,474.987,2962592.856,792.439,202.003,148.036,3662.833,414.679,954.182,257.565,778.547,442.975,855.005,609.617,2.76E+10,1569.247,1229.295,1954.85,430.263,290.627,425.002,338.177
16/09/1994,19,453.769,392.049,621.251,476.803,2973099.018,793.131,201.332,149.337,3607.885,418.659,940.399,254.162,778.463,439.968,842.882,594.695,2.74E+10,1601.617,1235.271,1938.551,432.559,289.791,418.14,335.211
19/09/1994,0,451.467,397.689,619.367,472.876,3002549.981,792.725,201.928,148.179,3491.476,416.618,943.469,253.653,775.942,439.861,838.786,594.215,2.75E+10,1601.617,1231.844,1930.789,430.529,293.553,417.137,337.92
20/09/1994,0,446.228,397.81,614.675,467.533,2984311.329,788.061,200.974,146.969,3647.735,417.823,931.13,250.46,768.478,432.913,837.514,592.784,2.70E+10,1594.616,1236.493,1916.164,428.75,293.553,412.244,334.696
21/09/1994,17,444.915,393.096,614.207,464.74,2946177.832,778.343,196.755,145.292,3671.449,419.89,924.317,248.943,771.729,431.22,839.077,585.572,2.76E+10,1598.279,1229.653,1899.554,424.503,291.313,411.737,334.243
22/09/1994,19,442.185,393.223,615.187,463.834,2942203.249,777.609,196.909,143.839,3780.447,415.103,926.218,248.438,771.668,430.956,832.331,586.267,2.82E+10,1594.235,1231.703,1897.099,424.557,286.174,412.188,335.412
23/09/1994,22,444.981,391.759,603.679,464.876,2938612.369,779.615,194.946,145.627,3884.54,411.514,927.966,252.88,774.237,429.581,826.469,593.228,2.82E+10,1597.187,1237.13,1917.196,423.478,287.653,413.679,336.264
26/09/1994,44,443.055,389.594,599.298,461.688,2943519.454,777.574,193.246,147.113,3902.461,407.566,919.662,251.625,771.828,430.908,822.152,587.478,2.76E+10,1604.346,1235.002,1902.221,424.765,292.514,412.119,333.455
27/09/1994,33,442.722,387.015,602.234,461.984,2945583.715,772.257,193.607,147.505,3980.412,404.185,922.116,251.445,763.668,432.237,827.308,586.802,2.75E+10,1602.502,1235.355,1902.01,421.522,293.064,405.609,333.142
28/09/1994,27,446.579,387.459,597.99,462.408,2944815.504,775.613,196.947,147.724,3942.408,401.173,931.388,255.899,754.966,434.776,836.656,588.434,2.77E+10,1616.975,1256.366,1914.161,422.143,293.064,409.185,334.549
29/09/1994,27,446.084,391.009,594.614,462.442,2906767.483,773.52,194.463,147.289,3948.459,398.499,917.496,252.462,751.351,432.588,836.82,579.565,2.83E+10,1619.828,1271.758,1887.469,425.52,297.358,405.982,330.236
30/09/1994,24,445.576,391.727,595.893,458.444,2923290.479,776.621,192.97,147.899,4014.114,397.477,925.307,251.465,752.305,433,835.037,580.644,2.87E+10,1643.343,1262.419,1883.945,423.904,296.343,406.934,327.385
3/10/1994,41,444.277,391.988,596.905,457.15,2919662.78,772.488,191.028,148.193,3950.155,397.308,912.437,249.509,754.592,431.967,832.685,573.425,2.87E+10,1664.698,1282.271,1870.444,424.188,299.942,404.137,321.216
4/10/1994,73,444.753,396.43,603.502,457.168,2890483.218,766.157,191.523,148.42,4048.974,398.59,917.285,250.535,762.287,425.437,845.9,579.842,2.81E+10,1670.893,1292.526,1874.213,416.999,298.992,399.106,325.028
5/10/1994,81,435.788,403.989,599.349,448.885,2811479.791,746.585,188.779,147.592,3989.189,401.82,904.575,245.176,765.879,424.272,831.521,567.385,2.74E+10,1659.902,1297.728,1844.555,413.418,288.522,394.01,320.138
6/10/1994,70,436.117,407.256,593.655,448.444,2790367.071,748.415,188.698,145.523,4080.539,404.666,913.593,245.448,767.061,423.126,829.851,569.448,2.67E+10,1667.699,1278.285,1842.163,412.768,275.85,392.631,320.389
7/10/1994,67,439.002,404.968,585.129,443.913,2814792.771,747.521,188.289,142.29,4050.413,395.902,917.314,246.816,770.492,425.756,819.152,572.528,2.63E+10,1691.961,1271.412,1834.357,410.753,274.402,390.407,321.284
10/10/1994,73,445.822,399.898,574.524,449.901,2814792.771,756.03,190.958,143.204,3863.323,390.923,927.419,249.882,763.877,429.143,828.759,584.437,2.70E+10,1710.256,1253.597,1860.326,415.881,256.688,395.317,328.614
11/10/1994,69,451.129,400.329,580.834,453.145,2855349.982,765.883,192.508,145.964,3914.543,397.876,939.238,250.822,762.402,435.7,830.721,590.915,2.65E+10,1725.068,1277.393,1896.643,420.231,255.036,395.075,330.948
12/10/1994,73,449.725,398.936,591.803,458.891,2846639.74,768.093,194.53,149.727,4017.553,401.809,948.13,250.822,767.36,435.424,848.496,592.459,2.65E+10,1725.068,1289.462,1907.275,420.1,270.805,395.866,330.186
13/10/1994,92,454.773,397.915,594.38,460.216,2877963.356,771.557,195.832,150.156,4022.123,401.902,958.796,258.117,774.076,437.634,861.561,602.859,2.67E+10,1770.625,1281.9,1946.286,418.478,275.595,393.254,333.068
14/10/1994,87,454.664,395.147,603.342,460.353,2863143.85,769.665,196.751,154.087,4077.327,398.264,948.685,255.534,774.844,438.653,872.162,595.967,2.62E+10,1781.057,1290.841,1947.815,420.299,272.945,392.918,332.89
17/10/1994,84,454.069,392.179,607.683,463.665,2874671.416,780.662,196.728,155.662,3965.6,398.928,952.352,255.016,782.391,438.367,870.526,588.062,2.60E+10,1786.464,1298.982,1961.765,423.121,279.669,394.161,331.387
18/10/1994,86,450.839,390.785,606.208,463.605,2871688.304,782.338,194.285,154.767,3910.176,395.887,942.236,250.782,794.361,437.583,862.231,585.355,2.66E+10,1813.071,1296.404,1955.331,421.284,281.01,392.103,326.919
19/10/1994,75,448.986,390.707,605.644,462.442,2856127.767,779.255,192.141,156.043,3774.75,395.729,935.089,251.347,790.424,439.857,858.118,579.063,2.58E+10,1837.033,1288.977,1955.231,423.067,277.758,392.591,325.473
20/10/1994,63,447.965,387.902,615.242,462.746,2819834.373,783.994,192.575,156.932,3818.84,398.364,936.287,251.223,788.943,436.933,860.864,577.126,2.56E+10,1794.155,1297.031,1963.625,424.303,281.605,387.013,325.623
21/10/1994,44,444.571,388.927,615.967,457.591,2834043.136,776.81,190.937,156.121,3826.238,394.298,927.803,248.373,790.191,435.034,858.56,569.706,2.49E+10,1795.157,1300.567,1952.194,428.799,285.268,377.133,322.45
24/10/1994,41,445.241,392.659,615.967,457.746,2789139.117,775.464,190.937,156.929,3695.462,391.993,926.901,248.711,788.358,431.305,860.456,569.646,2.38E+10,1793.826,1305.421,1950.669,429.43,280.715,378.789,324.454
25/10/1994,86,441.571,388.193,606.932,449.937,2702087.037,762.679,187.47,153.247,3797.766,390.674,918.039,245.042,782.198,431.613,849.655,564.206,2.47E+10,1763.976,1300.474,1937.617,426.337,280.715,374.434,320.573
26/10/1994,87,443.377,384.144,613.398,453.892,2683017.134,768.042,188.648,154.831,3807.043,391.389,917.446,244.83,775.036,432.75,850.05,565.989,2.52E+10,1759.831,1295.027,1947.311,425.653,278.31,374.434,318.812
27/10/1994,87,447.726,384.811,607.411,455.147,2712328.577,764.029,189.006,157.542,3802.593,390.331,925.394,246.899,767.805,435.781,846.666,572.734,2.56E+10,1782.464,1299.424,1958.891,430.099,274.8,377.666,315.576
28/10/1994,84,456.2,384.811,610.691,455.672,2763338.611,761.22,191.173,158.155,3836.899,393.56,940.169,251.034,772.803,443.381,851.841,585.658,2.68E+10,1795.381,1300.063,1964.03,428.229,275.047,379.246,319.754
31/10/1994,74,461.531,381.898,620.983,461.06,2734536.444,766.94,191.173,157.821,3790.582,393.201,944.366,251.912,772.803,442,851.154,585.658,2.64E+10,1805.854,1310.855,1987.939,433.407,272.041,382.153,322.467
1/11/1994,79,456.47,380.341,624.05,461.06,2718293.591,757.867,190.914,155.898,3801.353,388.095,944.926,251.912,772.803,438.389,839.81,585.658,2.59E+10,1805.854,1299.185,1981.465,429.845,257.739,382.153,322.788
2/11/1994,56,451.131,387.074,619.708,457.999,2753949.001,757.483,189.912,157.78,3838.384,388.095,941.547,249.212,772.514,436.896,837.796,576.931,2.59E+10,1781.258,1299.185,1963.226,426.792,264.23,387.405,321.825
3/11/1994,46,456.2,387.243,618.423,459.643,2749181.868,756.807,190.304,157.109,3854.897,379.182,948.191,250.98,762.908,438.169,831.598,586.813,2.50E+10,1765.843,1292.044,1929.832,426.805,262.584,390.846,325.421
4/11/1994,51,457.078,390.88,618.172,460.634,2721664.997,755.155,191.12,156.4,3875.468,381.703,946.202,251.944,762.633,433.221,834.998,591.804,2.58E+10,1761.356,1291.61,1921.308,424.614,265.281,392.35,326.215
7/11/1994,26,453.154,387.41,609.238,458.887,2657913.154,747.349,190.585,153.702,3935.939,379.775,937.148,249.638,748.121,433.544,821.34,584.585,2.65E+10,1758.604,1280.903,1903.59,420.036,262.964,389.843,326.539
8/11/1994,38,452.821,388.916,605.956,459.971,2697334.027,743.788,192.334,152.804,3972.82,375.172,936.309,248.94,733.042,436.428,821.197,589.386,2.64E+10,1774.488,1281.348,1931.061,416.94,264.089,387.232,326.011
9/11/1994,39,456.802,382.345,606.185,462.955,2725411.564,745.701,192.955,154.948,3990.85,374.08,947.169,252.225,738.05,436.252,832.651,596.02,2.67E+10,1779.898,1297.225,1955.494,420.885,268.648,391.349,331.645
10/11/1994,26,454.754,380.393,596.912,461.445,2706573.388,752.049,192.031,155.262,4044.752,366.104,948.861,254.045,735.249,435.445,829.459,597.154,2.73E+10,1785.028,1289.229,1954.979,417.637,268.291,388.768,332.995
11/11/1994,28,451.811,385.273,594.224,461.445,2661577.039,756.409,189.762,155.116,4081.236,365.485,940.376,254.143,725.085,433.664,828.242,597.154,2.70E+10,1767.152,1274.903,1961.665,412.473,270.49,387.217,332.412
14/11/1994,13,453.604,384.23,598.626,461.715,2668713.115,759.571,189.654,155.594,4083.755,371.158,946.301,256.427,723.81,436.82,831.987,595.581,2.69E+10,1791.839,1280.432,2017.776,406.782,266.443,383.906,331.915
15/11/1994,13,456.375,385.072,608.532,463.668,2683034.169,765.58,189.419,155.189,4071.956,381.265,957.968,259.899,725.706,436.092,837.513,600.587,2.69E+10,1783.05,1288.028,2027.717,410.614,266.053,384.723,331.411
16/11/1994,16,455.843,389.247,606.268,463.809,2643023.201,769.944,193.202,156.732,4132.253,377.245,961.628,257.285,721.607,436.444,836.762,599.655,2.70E+10,1781.134,1291.181,2039.527,410.514,264.472,386.087,334.236
17/11/1994,31,454.994,386.509,601.341,462.486,2576479.032,771.614,193.417,157.856,4081.276,373.717,956.47,256.322,729.508,434.818,842.14,592.969,2.65E+10,1787.653,1294.209,2017.034,406.412,262.626,384.848,333.302
18/11/1994,25,452.569,385.605,592.533,462.308,2543797.548,770.915,191.767,156.364,4169.519,372.528,956.979,257.251,726.965,433.084,845.301,591.868,2.58E+10,1778.343,1284.271,2023.935,407.507,265.166,384.84,334.385
21/11/1994,13,454.999,382.43,585.279,464.345,2464855.382,774.597,192.584,154.329,4089.578,371.986,953.916,259.514,731.437,429.769,850.527,591.533,2.47E+10,1770.559,1270.539,2040.846,404.722,267.071,388.444,334.388
22/11/1994,13,449.275,382.648,569.472,461.413,2488758.777,765.7,191.232,151.89,4073.496,364.556,941.313,257.935,720.82,422.106,844.333,586.601,2.47E+10,1744.347,1241.111,2008.852,398.193,264.658,387.869,330.098
23/11/1994,13,443.422,385.043,542.027,461.614,2418346.204,755.627,187.315,148.743,4105.076,354.829,924.871,255.644,693.725,422.311,832.759,580.623,2.42E+10,1713.027,1216.08,1974.001,395.229,266.43,384.989,326.383
24/11/1994,30,448.054,384.347,550.586,463.497,2442102.709,764.143,188.974,150.448,4033.091,356.702,927.538,257.505,697.415,422.311,846.506,591.99,2.51E+10,1729.293,1221.732,2005.612,400.479,264.916,385.82,329.67
25/11/1994,28,447.925,385.542,546.883,464.461,2391047.939,767.755,188.929,150.148,4062.737,357.886,926.559,259.075,695.438,424.649,846.831,595.677,2.42E+10,1744.692,1224.551,1996.614,405.778,268.286,387.852,329.974
28/11/1994,18,449.975,389.313,545.267,469.665,2358915.889,767.798,189.516,150.827,4091.224,357.611,930.394,259.269,688.746,426.741,851.825,597.232,2.42E+10,1753.564,1225.41,2009.514,405.249,267.108,388.7,330.956
29/11/1994,16,450.967,392.97,550.425,469.948,2471747.272,760.094,189.787,148.705,4133.225,355.924,933.261,256.07,692.602,427.501,852.803,593.418,2.54E+10,1774.208,1222.492,2010.783,400.876,267.4,387.783,331.47
30/11/1994,13,454.768,399.639,554.962,470.647,2546186.977,765.734,189.633,149.65,4230.52,359.695,938.474,258.018,692.602,425.963,870.783,603.576,2.53E+10,1758.127,1231.479,2019.575,401.761,266.655,390.713,332.923
1/12/1994,11,451.751,396.202,558.978,471.409,2505627.636,766.316,190.253,151.803,4288.164,349.905,926.946,256.804,679.501,421.44,869.784,600.583,2.53E+10,1721.471,1225.158,2006.861,405.603,270.854,388.415,330.417
2/12/1994,0,453.694,403.462,544.708,472.84,2515424.687,762.339,188.925,151.127,4369.386,344.864,920.395,258.435,670.328,425.33,888.926,605.767,2.47E+10,1694.44,1200.882,1990.853,400.733,272.689,390.402,329.866
5/12/1994,15,455.539,410.77,544.708,475.683,2537763.48,764.721,189.222,151.967,4306.001,339.962,924.683,261.335,679.062,425.474,889.185,603.852,2.51E+10,1696.553,1202.011,2010.816,405.064,284.211,395.649,334.034
6/12/1994,25,453.044,411.501,546.404,473.335,2508799.807,755.061,187.639,151.967,4255.97,336.791,918.956,261.335,685.099,425.345,885.515,602.444,2.49E+10,1710.77,1205.215,1977.167,404.286,280.823,393.747,331.307
7/12/1994,31,451.273,411.006,542.051,474.078,2505362.583,759.88,187.583,152.32,4273.953,336.529,918.221,260.629,687.791,423.603,887.936,602.679,2.51E+10,1734.819,1199.406,1957.185,398.854,283.573,392.318,330.75
8/12/1994,52,451.074,411.081,533.835,471.784,2505362.583,754.217,187.966,150.908,4338.268,326.865,919.071,260.629,686.052,418.147,892.748,598.239,2.60E+10,1734.819,1189.268,1967.689,401.104,283.182,392.318,331.689
9/12/1994,54,448.048,409.632,520.638,467.6,2462473.788,749.383,187.245,148.438,4307.908,321.547,907.893,258.609,671.11,419.468,883.945,593.66,2.58E+10,1722.169,1168.355,1949.514,395.594,282.721,387.529,329.93
12/12/1994,49,446.984,414.897,520.638,464.098,2468201.748,742.568,187.375,146.231,4354.254,315.351,897.621,256.661,673.984,421.821,873.006,588.245,2.62E+10,1726.283,1166.168,1939.635,393.386,281.367,385.287,328.517
13/12/1994,43,450.066,413.463,530.534,461.68,2479353.26,734.948,187.025,146.015,4280.332,318.875,899.09,256.458,675.68,422.783,871.856,587.467,2.63E+10,1733.037,1163.43,1959.405,394.877,280.699,385.578,328.462
14/12/1994,39,450.61,414.94,519.962,463.295,2517702.043,742.942,186.273,146.542,4210.374,331.586,910.056,256.189,674.068,427.55,881.041,590.396,2.68E+10,1728.932,1186.374,1951.289,396.926,279.925,384.123,330.196
15/12/1994,32,452.413,415.587,531.843,465.848,2513332.146,746.335,186.274,147.629,4227.069,335.296,908.74,254.421,692.816,427.933,882.599,589.826,2.63E+10,1718.425,1206.379,1961.21,403.568,286.607,385.956,332.242
16/12/1994,43,453.086,410.085,543.522,465.7,2540392.103,737.781,187.183,146.647,4227.483,333.882,920.023,254.945,698.705,430.858,885.841,588.208,2.65E+10,1714.586,1207.731,1960.997,404.316,286.584,388.211,332.724
19/12/1994,26,455.328,407.762,544.491,465.642,2520817.425,734.499,188.345,147.97,4205.857,337.314,926.887,253.547,697.663,429.96,888.065,588.684,2.66E+10,1698.7,1218.028,1952.787,404.661,298.78,391.305,332.152
20/12/1994,22,455.699,412.454,551.931,462.63,2473151.117,737.269,187.944,148.097,4279.744,341.125,933.962,251.293,703.986,429.259,888.747,587.487,2.61E+10,1672.754,1216.281,1956.333,404.117,291.939,390.223,333.768
21/12/1994,37,458.428,412.12,558.297,463.446,2339754.211,744.12,190.532,147.154,4273.568,345.735,937.947,249.536,716.797,431.88,892.585,592.045,2.45E+10,1654.798,1228.027,1951.541,405.382,296.345,392.086,335.919
22/12/1994,26,459.781,412.374,559.419,468.166,2273123.926,758.328,194.063,146.031,4325.873,350.173,944.673,248.894,724.307,431.536,910.57,595.311,2.31E+10,1643.464,1233.385,1966.38,405.584,294.461,393.746,338.067
23/12/1994,37,458.124,413.222,557.152,469.694,2316821.223,762.783,194.855,147.011,4288.672,348.447,942.923,250.439,718.838,432.35,915.682,594.916,2.37E+10,1687.836,1233.727,1961.198,406.459,289.654,393.322,337.981
26/12/1994,36,458.124,413.222,556.041,469.694,2214351.257,762.783,194.855,147.011,4179.283,348.447,942.923,250.439,717.588,432.35,915.682,599.339,2.34E+10,1701.132,1233.727,1961.198,406.459,296.396,393.322,337.981
27/12/1994,21,462.939,411.776,558.223,469.513,2162974.046,764.977,194.855,148.882,4112.142,347.347,942.923,242.916,717.561,434.441,918.051,596.469,2.27E+10,1671.994,1231.779,1966.634,406.459,295.535,393.548,340.665
28/12/1994,21,460.861,408.516,560.764,471.463,2177582.534,775.748,194.855,149.569,4170.528,343.576,946.571,241.261,714.277,432.727,927.296,588.575,2.32E+10,1659.146,1234.673,1952.079,412.887,293.982,394.975,338.413
29/12/1994,12,459.704,409.718,556.118,468.851,2239311.532,778.113,195.599,149.726,4214.728,341.243,937.503,238.021,715.608,433.26,917.792,579.85,2.40E+10,1656.607,1236.434,1943.855,410.69,297.765,396.436,335.747
30/12/1994,11,459.704,411.923,558.196,468.851,2239311.532,777.013,194.821,149.726,4165.022,342.142,937.3,242.307,715.608,431.264,926.122,576.746,2.40E+10,1672.775,1234.609,1959.385,405.665,300.827,396.436,335.747
2/01/1995,15,460.828,413.193,558.196,464.835,2338260.452,770.894,194.821,152.146,3863.128,342.142,937.3,242.967,720.074,431.264,931.37,576.746,2.39E+10,1658.841,1234.609,1972.566,405.665,300.966,396.94,335.747
3/01/1995,19,459.868,416.986,555.285,464.907,2255447.936,781.582,194.223,153.734,4027.599,341.63,937.662,244.772,724.395,431.038,922.069,577.944,2.28E+10,1670.131,1229.14,1983.235,403.106,300.966,396.016,333.131
4/01/1995,15,460.748,418.266,556.268,465.916,2168779.682,789.806,195.223,152.324,4070.559,337.944,933.172,245.025,718.174,432.551,921.167,582.399,2.20E+10,1654.394,1233.707,1997.391,399.322,300.966,393.953,336.061
5/01/1995,20,456.898,418.814,561.432,466.583,2209593.758,786.994,198.371,152.245,4167.206,339.568,927.831,240.136,713.121,432.134,916.326,574.137,2.24E+10,1658.969,1234.891,2006.409,396.777,297.402,392.725,333.845
6/01/1995,9,457.848,418.814,556.481,466.988,2175620.322,780.662,201.129,152.245,4130.939,335.582,937.692,240.136,717.075,432.971,903.476,578.177,2.16E+10,1648.799,1225.364,2006.409,396.236,291.405,392.725,334.074
